dt,global,tropical,south,north
1904-02-01,13.295,23.183729729729727,19.617571428571427,5.9710535714285715
1904-03-01,15.613589999999999,24.357027027027026,18.616714285714288,9.461285714285713
1904-04-01,19.02878,25.13532432432432,17.05242857142857,15.241142857142856
1904-05-01,21.588770000000004,25.26783783783784,14.783571428571426,20.00860714285714
1904-06-01,23.308089999999996,24.480297297297295,12.683142857142858,23.86171428571428
1904-07-01,23.64100000000001,23.592864864864865,12.843142857142857,25.022535714285713
1904-08-01,23.46242,23.784243243243246,13.106285714285715,24.54430357142857
1904-09-01,21.73643,24.190324324324326,14.086571428571427,21.071339285714284
1904-10-01,19.14703,24.13202702702703,15.357857142857142,16.32701785714286
1904-11-01,15.60819,23.56686486486486,17.358999999999998,10.130928571428571
1904-12-01,12.403239999999998,22.46186486486486,18.53642857142857,4.990714285714286
1905-01-01,11.8019,22.662081081081077,20.040142857142857,3.596642857142857
1905-02-01,11.81145,23.19464864864865,19.863428571428567,3.2839107142857147
1905-03-01,15.356440000000003,24.46427027027027,18.889857142857146,8.897089285714285
1905-04-01,18.48557,25.22945945945946,17.389142857142854,14.166839285714286
1905-05-01,22.001119999999997,25.97191891891892,15.272857142857145,20.218589285714284
1905-06-01,23.662679999999995,25.155783783783782,13.110714285714284,23.995160714285714
1905-07-01,24.077749999999995,24.169837837837836,12.59442857142857,25.452321428571427
1905-08-01,23.61872,24.207297297297295,12.835999999999999,24.57767857142857
1905-09-01,22.079619999999995,24.510324324324323,13.798428571428571,21.508767857142857
1905-10-01,19.326050000000002,24.738135135135135,15.301285714285713,16.25330357142857
1905-11-01,16.17,24.144783783783783,17.108285714285714,10.783660714285714
1905-12-01,13.044779999999998,23.069054054054053,18.732142857142858,5.710678571428572
1906-01-01,11.951500000000001,22.996648648648648,19.98657142857143,3.6494285714285715
1906-02-01,12.770110000000003,23.83951351351351,20.341571428571427,4.509964285714285
1906-03-01,15.76856,24.78316216216216,18.94142857142857,9.415875
1906-04-01,19.325069999999997,25.578108108108115,17.14557142857143,15.466035714285713
1906-05-01,22.249669999999995,25.952351351351354,15.346857142857143,20.666107142857147
1906-06-01,23.4698,24.76327027027027,13.546857142857144,23.855553571428572
1906-07-01,23.99711,23.945864864864863,12.57942857142857,25.45817857142857
1906-08-01,23.610340000000004,23.998513513513515,12.894142857142858,24.693392857142857
1906-09-01,21.812650000000005,24.295783783783783,14.001142857142856,21.14844642857143
1906-10-01,19.356700000000004,24.37472972972973,15.664571428571426,16.502732142857145
1906-11-01,15.71177,23.787216216216216,17.04357142857143,10.209732142857145
1906-12-01,12.991349999999997,22.891351351351354,18.62742857142857,5.745767857142858
1907-01-01,12.143159999999998,22.709351351351355,19.494857142857143,4.242964285714286
1907-02-01,12.228600000000002,23.423405405405408,19.815285714285714,3.8836964285714286
1907-03-01,15.477039999999997,24.676351351351354,18.87842857142857,8.973749999999999
1907-04-01,18.63994,25.10986486486486,16.522285714285715,14.629874999999998
1907-05-01,21.50856,25.414351351351353,14.121,19.85139285714286
1907-06-01,23.14246,24.671540540540537,12.995,23.400607142857144
1907-07-01,23.639310000000002,23.76943243243243,12.17842857142857,24.98594642857143
1907-08-01,23.340840000000004,23.506918918918917,13.032857142857141,24.519607142857144
1907-09-01,22.049879999999998,24.477162162162163,14.709571428571428,21.363678571428572
1907-10-01,19.50596,24.52343243243243,15.26557142857143,16.720892857142857
1907-11-01,15.589269999999999,23.798702702702702,17.234714285714286,9.9595
1907-12-01,12.46792,22.524567567567566,18.862285714285715,5.024053571428572
1908-01-01,11.699530000000003,22.829378378378383,20.363428571428575,3.2628928571428566
1908-02-01,12.877429999999999,23.588783783783786,20.030428571428576,4.906160714285714
1908-03-01,15.638110000000001,24.707513513513515,18.87014285714286,9.241821428571427
1908-04-01,19.07235,25.79594594594595,16.32242857142857,14.973714285714285
1908-05-01,21.97794,25.770864864864865,14.824571428571428,20.366071428571427
1908-06-01,23.576090000000004,25.036081081081083,12.722285714285714,23.968178571428574
1908-07-01,23.64986,23.864027027027024,12.735285714285714,24.87267857142857
1908-08-01,23.41826,23.93294594594595,12.664285714285713,24.42244642857143
1908-09-01,21.9129,24.505081081081077,14.100428571428575,21.176767857142856
1908-10-01,19.30706,24.461081081081083,15.283142857142858,16.404714285714284
1908-11-01,15.319499999999998,23.36337837837838,17.42,9.742232142857144
1908-12-01,12.69357,22.605459459459457,19.46842857142857,5.297785714285714
1909-01-01,11.63024,22.733000000000004,19.877857142857145,3.2635357142857147
1909-02-01,13.00291,23.783162162162164,19.84857142857143,5.024535714285714
1909-03-01,15.893429999999999,25.15745945945946,18.907285714285713,9.395821428571427
1909-04-01,18.77546,25.166135135135136,16.452857142857145,14.843375
1909-05-01,21.786069999999995,25.78427027027027,14.233,20.088535714285715
1909-06-01,22.90892,24.642108108108108,13.203571428571427,22.976946428571427
1909-07-01,23.626290000000004,23.82997297297297,12.681142857142856,24.859857142857145
1909-08-01,23.636830000000003,23.944378378378374,13.160142857142857,24.743214285714288
1909-09-01,22.086950000000005,24.265513513513508,14.145428571428571,21.640232142857144
1909-10-01,19.36694,24.444945945945946,15.272285714285715,16.523660714285715
1909-11-01,16.29897,23.770999999999997,17.244,11.243964285714286
1909-12-01,12.697439999999999,22.821621621621617,18.061285714285713,5.337767857142857
1910-01-01,11.83342,22.70424324324324,19.997285714285713,3.630428571428572
1910-02-01,13.392149999999999,23.782918918918917,20.005285714285716,5.700178571428572
1910-03-01,15.834910000000002,24.61981081081081,18.895000000000003,9.648089285714287
1910-04-01,19.16758,25.528270270270266,17.256428571428575,15.203874999999998
1910-05-01,21.817680000000006,25.6787027027027,14.70042857142857,20.15630357142857
1910-06-01,23.163199999999996,24.728324324324323,13.326571428571427,23.358678571428573
1910-07-01,23.769639999999995,23.959675675675673,12.420428571428571,25.06273214285714
1910-08-01,23.49924,24.081567567567568,13.42842857142857,24.373339285714284
1910-09-01,21.70196,24.20391891891892,14.301428571428572,20.97394642857143
1910-10-01,19.106849999999998,24.100459459459458,14.75957142857143,16.350910714285714
1910-11-01,15.420350000000001,23.42621621621622,16.82242857142857,9.9555
1910-12-01,12.085269999999998,22.56816216216216,18.218857142857143,4.392375
1911-01-01,11.61245,22.809945945945945,19.83542857142857,3.1862321428571425
1911-02-01,12.555729999999999,23.303756756756755,20.135857142857144,4.506839285714285
1911-03-01,15.346380000000002,24.3684054054054,18.592285714285712,8.979660714285714
1911-04-01,18.802760000000003,25.34151351351351,16.424,14.779857142857143
1911-05-01,21.996,25.617891891891894,14.953428571428573,20.483285714285717
1911-06-01,23.018410000000003,24.656702702702702,12.187428571428573,23.289839285714287
1911-07-01,23.877660000000002,23.925324324324322,11.953714285714284,25.33666071428571
1911-08-01,23.743499999999997,23.916810810810812,12.874142857142857,24.987660714285713
1911-09-01,22.204520000000002,24.48262162162162,14.161428571428573,21.704732142857146
1911-10-01,19.197509999999998,24.547432432432437,15.506285714285715,16.124142857142857
1911-11-01,16.10045,24.178594594594585,18.292714285714286,10.48907142857143
1911-12-01,13.013319999999998,23.29462162162162,19.11471428571428,5.457642857142856
1912-01-01,11.650250000000002,23.170432432432435,19.85571428571428,3.0130178571428567
1912-02-01,14.093470000000002,23.958108108108107,20.74514285714286,6.7443035714285715
1912-03-01,16.1917,25.05997297297297,19.273714285714284,9.94705357142857
1912-04-01,19.25863,25.905405405405407,16.76885714285714,15.178232142857143
1912-05-01,22.00937,26.309000000000005,15.003714285714286,20.04425
1912-06-01,23.738449999999997,25.250594594594595,13.466714285714287,24.02332142857143
1912-07-01,23.730859999999996,23.977783783783785,12.216714285714287,25.006982142857144
1912-08-01,23.312260000000002,23.944675675675672,13.432999999999998,24.129321428571433
1912-09-01,21.370839999999998,24.317621621621623,13.667571428571426,20.38676785714286
1912-10-01,18.81301,24.380594594594598,15.607,15.535178571428572
1912-11-01,15.326799999999999,23.75443243243243,17.67042857142857,9.465589285714287
1912-12-01,12.494480000000005,22.578243243243243,19.00842857142857,5.0177499999999995
1913-01-01,11.98486,22.832459459459457,20.035857142857143,3.8113214285714285
1913-02-01,12.999150000000002,23.798648648648648,20.809571428571434,4.8874642857142865
1913-03-01,15.679839999999999,24.52791891891892,19.245714285714286,9.388053571428571
1913-04-01,19.52842,25.696648648648647,17.422857142857143,15.716178571428571
1913-05-01,21.63434,25.657648648648646,15.055142857142856,19.798482142857143
1913-06-01,22.98547,24.749675675675675,13.296999999999999,23.030892857142856
1913-07-01,23.631970000000003,24.09381081081081,13.267142857142858,24.62242857142857
1913-08-01,23.683270000000004,24.222729729729735,13.674428571428573,24.577946428571426
1913-09-01,22.1961,24.68191891891892,14.574714285714284,21.506357142857137
1913-10-01,19.56946,24.658162162162164,15.925571428571429,16.662767857142857
1913-11-01,16.176779999999997,23.815135135135137,17.503142857142855,10.964214285714286
1913-12-01,12.73274,22.917972972972972,18.873285714285714,5.235642857142857
1914-01-01,12.69227,23.154810810810808,20.611857142857144,4.789571428571429
1914-02-01,13.709000000000003,23.865486486486486,20.724999999999998,6.1214642857142865
1914-03-01,16.58137,24.96678378378378,20.025,10.610553571428571
1914-04-01,19.13438,25.557108108108114,17.153142857142857,15.138446428571427
1914-05-01,22.199769999999997,26.058,15.038428571428572,20.545749999999998
1914-06-01,23.524659999999997,25.0727027027027,13.863571428571428,23.709482142857144
1914-07-01,24.089180000000002,24.075459459459456,13.584428571428573,25.411339285714288
1914-08-01,23.598240000000004,24.062189189189187,13.600285714285716,24.541446428571426
1914-09-01,22.100899999999992,24.75354054054054,14.927285714285714,21.244964285714282
1914-10-01,19.557639999999996,24.841324324324326,16.596999999999998,16.436714285714285
1914-11-01,16.02167,24.411594594594597,18.091571428571427,10.219589285714287
1914-12-01,12.91704,23.39578378378378,19.067857142857143,5.224732142857143
1915-01-01,12.20901,23.28035135135135,20.514857142857146,3.8557857142857146
1915-02-01,13.37797,24.049621621621622,21.122285714285713,5.359017857142857
1915-03-01,16.012590000000003,25.257891891891894,19.529571428571433,9.464464285714286
1915-04-01,19.253239999999998,26.050783783783782,17.401714285714288,14.993446428571428
1915-05-01,22.141399999999997,26.35089189189189,15.547857142857143,20.18432142857143
1915-06-01,23.652739999999998,25.49656756756757,13.224857142857145,23.737982142857142
1915-07-01,24.22134,24.50683783783784,12.776428571428571,25.463321428571426
1915-08-01,23.85775,24.534135135135138,13.731857142857141,24.676589285714282
1915-09-01,22.18414,24.82491891891892,14.607285714285712,21.38644642857143
1915-10-01,19.647170000000003,24.822513513513506,15.362714285714286,16.763303571428573
1915-11-01,16.307100000000002,24.207054054054055,17.18542857142857,10.977696428571429
1915-12-01,13.332070000000002,22.864486486486488,18.740142857142853,6.357857142857142
1916-01-01,12.513780000000002,22.831729729729727,20.051142857142857,4.754392857142856
1916-02-01,13.240709999999996,23.75702702702703,20.009285714285713,5.446357142857143
1916-03-01,15.996289999999998,25.04451351351351,18.707857142857144,9.67905357142857
1916-04-01,19.333339999999996,25.653810810810814,17.110142857142858,15.435214285714284
1916-05-01,22.01289,25.84562162162162,14.81842857142857,20.37985714285714
1916-06-01,23.125320000000002,24.680459459459463,12.898142857142858,23.37621428571428
1916-07-01,23.993859999999994,23.983945945945948,12.526,25.43389285714286
1916-08-01,23.560480000000002,24.007918918918918,13.053571428571429,24.57821428571429
1916-09-01,21.911559999999998,24.551837837837834,14.992,21.032035714285712
1916-10-01,19.026709999999998,24.282972972972974,15.46485714285714,15.999053571428574
1916-11-01,15.896180000000001,23.633918918918923,17.228571428571428,10.617196428571429
1916-12-01,12.58541,22.58372972972973,18.764000000000003,5.207053571428572
1917-01-01,11.365409999999995,22.766243243243242,20.070999999999998,2.744517857142857
1917-02-01,12.585110000000002,23.396027027027028,19.88485714285714,4.529714285714285
1917-03-01,15.609539999999999,24.661621621621624,18.815714285714286,9.227928571428569
1917-04-01,18.811320000000002,25.25808108108108,16.228285714285715,14.874732142857143
1917-05-01,20.83185,25.051648648648648,13.676857142857143,18.938142857142857
1917-06-01,23.277530000000002,24.445594594594592,12.58285714285714,23.842607142857144
1917-07-01,23.96258,24.113891891891896,12.232857142857142,25.328821428571427
1917-08-01,23.641039999999997,24.025135135135137,12.465000000000002,24.784267857142854
1917-09-01,21.86166,24.209648648648646,14.179428571428572,21.270589285714284
1917-10-01,18.91296,24.087756756756754,15.322714285714284,15.942678571428571
1917-11-01,15.506079999999999,23.515540540540538,16.543285714285716,10.084464285714287
1917-12-01,11.613559999999998,22.48656756756757,18.926142857142857,3.5155357142857144
1918-01-01,11.081919999999998,22.069000000000003,19.780571428571427,2.7352678571428575
1918-02-01,13.14817,23.177891891891893,20.011857142857142,5.663428571428573
1918-03-01,16.01355,24.45386486486486,19.053142857142856,10.056964285714285
1918-04-01,18.795510000000004,25.044513513513508,17.071285714285715,14.882232142857143
1918-05-01,21.79181,25.462243243243243,14.995142857142856,20.216285714285714
1918-06-01,22.83441,24.51018918918919,13.173285714285715,22.934839285714286
1918-07-01,24.027739999999998,24.324054054054052,12.087285714285715,25.324517857142858
1918-08-01,23.551579999999994,23.96289189189189,13.379,24.55139285714286
1918-09-01,22.084240000000005,24.62943243243243,14.328999999999999,21.371999999999996
1918-10-01,19.797369999999997,24.73635135135135,15.484428571428571,17.073232142857144
1918-11-01,15.989970000000001,24.225972972972972,17.233285714285714,10.392910714285716
1918-12-01,12.765920000000001,23.097675675675678,18.915142857142857,5.170928571428571
1919-01-01,12.14688,23.4637027027027,19.82542857142857,3.7098750000000003
1919-02-01,13.656219999999998,24.25613513513514,20.41042857142857,5.808428571428571
1919-03-01,16.662490000000002,25.26897297297297,19.23857142857143,10.654053571428571
1919-04-01,19.50575,25.851621621621625,17.968857142857143,15.505053571428572
1919-05-01,21.888570000000005,25.97008108108108,16.198,19.903178571428572
1919-06-01,23.623330000000006,24.93018918918919,13.783714285714286,23.989821428571425
1919-07-01,23.943930000000005,24.02954054054054,12.854,25.273607142857145
1919-08-01,23.743630000000003,24.141486486486485,13.192857142857145,24.799607142857145
1919-09-01,22.182459999999995,24.651864864864866,14.221,21.546071428571427
1919-10-01,19.45371,24.75018918918919,16.153,16.366839285714285
1919-11-01,15.868049999999998,24.132054054054056,17.81757142857143,10.164214285714284
1919-12-01,12.50281,23.024540540540546,19.425571428571427,4.685607142857143
1920-01-01,12.11657,23.128000000000004,20.129428571428573,3.8395535714285716
1920-02-01,12.528030000000001,23.866054054054054,20.326428571428572,4.062035714285714
1920-03-01,16.45544,25.048486486486485,19.12842857142857,10.44376785714286
1920-04-01,19.45939,25.6207027027027,17.46457142857143,15.637875
1920-05-01,21.8918,25.541810810810812,14.772571428571428,20.370089285714283
1920-06-01,23.286560000000005,24.83040540540541,13.070999999999998,23.543464285714286
1920-07-01,24.149230000000003,24.067027027027027,12.966571428571429,25.601374999999997
1920-08-01,23.760919999999995,24.03532432432432,12.89857142857143,24.93741071428571
1920-09-01,22.266500000000004,24.629297297297295,14.199857142857143,21.71369642857143
1920-10-01,19.660299999999996,24.67094594594595,15.639857142857142,16.85225
1920-11-01,16.066689999999998,24.134108108108112,18.017571428571426,10.492571428571429
1920-12-01,12.73654,22.987081081081083,18.973999999999997,5.18417857142857
1921-01-01,12.4176,23.012108108108105,19.868142857142857,4.486339285714286
1921-02-01,13.422410000000003,23.67772972972973,20.746714285714287,5.7310357142857145
1921-03-01,16.65204,25.058756756756758,19.517857142857142,10.739374999999999
1921-04-01,19.813319999999997,25.767621621621622,17.004857142857144,16.230285714285717
1921-05-01,22.400889999999993,25.955756756756756,15.592857142857143,20.903142857142857
1921-06-01,23.252850000000002,24.798675675675675,12.837428571428571,23.53342857142857
1921-07-01,24.3004,24.04237837837838,12.189714285714286,25.984714285714283
1921-08-01,23.695280000000004,24.143729729729728,13.221571428571428,24.70819642857143
1921-09-01,21.949859999999997,24.405000000000005,14.418857142857146,21.269089285714283
1921-10-01,19.23565,24.438432432432432,15.165714285714287,16.306839285714286
1921-11-01,15.488209999999999,23.65281081081081,17.59614285714286,9.830249999999998
1921-12-01,13.017840000000001,23.12281081081081,18.72,5.628571428571429
1922-01-01,11.43622,23.163216216216213,19.829,2.6389285714285715
1922-02-01,13.841069999999997,24.000837837837835,20.223428571428574,6.330571428571429
1922-03-01,16.4789,25.04735135135135,19.29942857142857,10.465035714285714
1922-04-01,19.685489999999998,25.804783783783783,17.652857142857144,15.896464285714286
1922-05-01,22.161429999999996,25.840783783783785,15.085142857142857,20.614964285714287
1922-06-01,23.60136,24.920135135135133,13.037142857142856,24.05055357142857
1922-07-01,24.069850000000006,23.811864864864866,13.118571428571428,25.609214285714284
1922-08-01,23.760479999999998,24.086675675675675,13.181714285714284,24.86730357142857
1922-09-01,22.07344,24.511756756756757,14.694714285714284,21.38475
1922-10-01,19.31802,24.339378378378377,15.557428571428572,16.470410714285716
1922-11-01,15.812330000000001,24.059027027027028,17.461285714285715,10.1575
1922-12-01,12.693459999999998,22.834000000000003,19.258285714285712,5.172857142857143
1923-01-01,11.968799999999998,23.125486486486487,19.824285714285715,3.6154821428571426
1923-02-01,12.732199999999999,23.51562162162162,20.24385714285714,4.668482142857143
1923-03-01,16.5239,24.8392972972973,19.829714285714285,10.61657142857143
1923-04-01,18.947719999999997,25.4222972972973,17.576285714285714,14.841303571428572
1923-05-01,21.93836,25.589648648648645,14.929142857142859,20.402053571428574
1923-06-01,23.516779999999994,25.13732432432433,13.346571428571426,23.717339285714285
1923-07-01,23.752869999999998,23.71145945945945,12.186285714285715,25.226053571428572
1923-08-01,23.514809999999997,23.80613513513514,13.294428571428572,24.599874999999997
1923-09-01,22.074160000000003,24.384594594594603,14.371571428571428,21.51044642857143
1923-10-01,19.33023,24.372027027027027,15.694285714285716,16.453535714285714
1923-11-01,16.2376,24.105027027027027,17.342142857142857,10.901410714285715
1923-12-01,13.33972,23.458891891891888,19.40057142857143,5.8962321428571425
1924-01-01,12.052679999999999,23.471945945945947,19.55742857142857,3.569714285714286
1924-02-01,13.071950000000001,24.117135135135136,19.719142857142856,4.943339285714286
1924-03-01,16.269389999999998,25.593810810810808,19.08457142857143,9.756714285714285
1924-04-01,19.546300000000002,25.979594594594595,16.925285714285714,15.623357142857142
1924-05-01,21.94949,26.129405405405404,14.497285714285713,20.119285714285713
1924-06-01,23.820499999999996,25.18364864864865,12.841,24.292285714285715
1924-07-01,24.00684,24.08310810810811,12.590714285714286,25.38346428571429
1924-08-01,23.772869999999998,24.118891891891895,12.846571428571426,24.910035714285716
1924-09-01,22.17673,24.475891891891894,14.13257142857143,21.663160714285713
1924-10-01,19.24495,24.192675675675677,15.145142857142858,16.48839285714286
1924-11-01,15.64343,23.66854054054054,16.856,10.189553571428572
1924-12-01,12.637529999999996,22.78689189189189,18.458285714285715,5.204107142857143
1925-01-01,11.328570000000003,22.306864864864867,19.72814285714286,3.0251071428571428
1925-02-01,13.012360000000001,23.23508108108108,20.461428571428574,5.326928571428572
1925-03-01,16.34183,24.816486486486486,19.337714285714288,10.368017857142858
1925-04-01,19.500580000000003,25.83854054054054,17.57914285714286,15.553178571428571
1925-05-01,21.990040000000004,25.842540540540544,15.162142857142856,20.298125
1925-06-01,23.179560000000002,24.735243243243247,12.746285714285715,23.455857142857145
1925-07-01,23.763979999999997,24.03405405405406,11.950999999999999,25.062160714285714
1925-08-01,23.728990000000003,24.12132432432432,13.847571428571428,24.70494642857143
1925-09-01,22.228310000000008,24.62335135135135,14.233857142857143,21.645178571428573
1925-10-01,19.4254,24.60062162162162,15.242571428571427,16.52891071428571
1925-11-01,16.3204,24.132432432432434,17.420571428571428,11.021357142857143
1925-12-01,13.055140000000003,23.155972972972975,19.239714285714285,5.608303571428571
1926-01-01,12.358799999999999,23.370216216216214,20.265285714285714,4.095089285714286
1926-02-01,14.04885,24.390432432432434,20.467857142857145,6.4136428571428565
1926-03-01,16.26588,25.35524324324324,19.901285714285716,9.805982142857143
1926-04-01,19.0215,25.732810810810815,17.499285714285715,14.777517857142856
1926-05-01,22.125709999999998,26.118972972972973,14.706714285714286,20.414678571428574
1926-06-01,23.70631,25.504216216216218,13.773285714285715,23.760035714285713
1926-07-01,24.081299999999995,24.296567567567568,12.772714285714285,25.352642857142857
1926-08-01,23.830329999999993,24.23943243243243,13.518,24.849071428571428
1926-09-01,22.328879999999998,24.833702702702706,14.755571428571429,21.620571428571427
1926-10-01,19.22957,24.81248648648649,16.072857142857146,15.935446428571428
1926-11-01,16.22071,24.048486486486485,17.521857142857144,10.886142857142858
1926-12-01,12.461620000000003,23.122405405405402,18.987714285714283,4.602125
1927-01-01,11.940800000000001,23.249513513513516,20.370714285714286,3.4152321428571426
1927-02-01,12.908870000000002,23.948135135135136,20.41857142857143,4.676357142857142
1927-03-01,16.251430000000003,25.112459459459462,19.556285714285714,9.983714285714285
1927-04-01,19.309540000000005,25.642594594594595,17.332714285714285,15.372303571428573
1927-05-01,21.8361,25.976351351351354,14.595999999999998,20.005589285714287
1927-06-01,23.50741,24.933027027027027,12.987714285714286,23.880446428571428
1927-07-01,24.242980000000006,23.949837837837833,12.599285714285713,25.892124999999997
1927-08-01,23.854099999999995,24.184675675675678,13.264714285714286,24.95935714285714
1927-09-01,22.40558,24.686837837837835,14.470571428571429,21.890196428571432
1927-10-01,19.8838,24.80237837837838,16.136571428571425,17.10242857142857
1927-11-01,16.60039,24.089972972972973,18.297285714285714,11.43980357142857
1927-12-01,13.05532,23.588945945945948,18.896571428571427,5.365446428571429
1928-01-01,12.368090000000002,23.640648648648643,19.724285714285713,4.000624999999999
1928-02-01,13.382590000000002,24.184594594594596,20.40642857142857,5.367571428571429
1928-03-01,16.31864,25.322,19.93042857142857,9.918517857142858
1928-04-01,19.82562,25.839270270270273,17.991999999999997,16.081517857142856
1928-05-01,22.497239999999998,26.17275675675675,15.186142857142856,20.982660714285714
1928-06-01,23.37677,25.23102702702703,13.329285714285714,23.40757142857143
1928-07-01,24.271440000000005,24.138189189189184,13.208714285714288,25.742321428571426
1928-08-01,23.82806,24.20337837837838,13.42242857142857,24.880785714285715
1928-09-01,22.304769999999994,24.731135135135137,14.578857142857144,21.667375
1928-10-01,19.40826,24.644243243243242,15.475857142857146,16.44032142857143
1928-11-01,16.42948,24.23837837837838,17.65585714285714,11.116732142857144
1928-12-01,12.88141,23.152135135135133,19.229999999999997,5.301821428571429
1929-01-01,11.649479999999999,23.24667567567568,20.577714285714283,2.871017857142857
1929-02-01,12.415339999999999,24.114945945945944,20.58442857142857,3.664107142857143
1929-03-01,16.49351,25.223675675675675,19.164000000000005,10.39155357142857
1929-04-01,19.211650000000002,25.62591891891892,16.749285714285715,15.281446428571428
1929-05-01,22.50098,25.93118918918919,14.674999999999999,21.212839285714285
1929-06-01,23.528430000000004,24.78808108108108,13.224571428571428,23.984142857142853
1929-07-01,23.97148,23.92586486486486,12.321714285714284,25.45783928571429
1929-08-01,23.809579999999997,24.084972972972977,13.224428571428572,24.950767857142857
1929-09-01,22.325230000000005,24.73316216216216,14.475000000000003,21.715553571428575
1929-10-01,19.48892,24.63437837837838,15.905999999999997,16.537107142857142
1929-11-01,16.297690000000003,24.280918918918918,17.072,10.926267857142857
1929-12-01,12.686620000000003,23.023270270270274,19.184571428571427,5.044803571428572
1930-01-01,11.702430000000001,23.049675675675676,20.2,3.1429464285714284
1930-02-01,13.674039999999998,23.805189189189186,20.755714285714284,6.095035714285714
1930-03-01,16.858,25.127513513513517,19.78114285714286,11.028821428571428
1930-04-01,19.47924,25.495594594594593,16.882,15.82880357142857
1930-05-01,22.24930000000001,25.86332432432432,15.447714285714286,20.71166071428571
1930-06-01,23.5603,24.8584054054054,14.328857142857146,23.856553571428574
1930-07-01,24.212339999999998,24.152135135135133,13.381428571428573,25.60598214285714
1930-08-01,23.963060000000006,24.27083783783784,13.425285714285716,25.07692857142857
1930-09-01,22.25134999999999,24.80372972972973,14.259285714285713,21.563964285714285
1930-10-01,19.73963,24.810054054054053,16.072714285714284,16.847892857142856
1930-11-01,16.028599999999997,24.073621621621623,17.458428571428573,10.534410714285714
1930-12-01,13.292950000000003,23.588945945945945,19.10814285714286,5.763339285714285
1931-01-01,12.46369,23.72756756756757,20.23314285714286,4.050303571428571
1931-02-01,12.935790000000003,24.479351351351358,20.240571428571428,4.395696428571428
